user_id,subject,elites,nvresponses,campaigner violence,repressive violence,rating,endyear,method,method_id,theme,classification,country
48,massachusetts residents block construction of kinder morgan northeast energy direct pipeline 20142016,yes,no,no,no,9.0,2016,008 banners posters and displayed communications,8,environment,defense,united states
48,massachusetts residents block construction of kinder morgan northeast energy direct pipeline 20142016,yes,no,no,no,9.0,2016,036 performances of plays and music,36,environment,change,united states
48,massachusetts residents block construction of kinder morgan northeast energy direct pipeline 20142016,yes,no,no,no,9.0,2016,036 performances of plays and music,36,environment,defense,united states
48,massachusetts residents block construction of kinder morgan northeast energy direct pipeline 20142016,yes,no,no,no,9.0,2016,163 stand-in,163,environment,change,united states
48,massachusetts residents block construction of kinder morgan northeast energy direct pipeline 20142016,yes,no,no,no,9.0,2016,163 stand-in,163,environment,defense,united states
48,massachusetts residents block construction of kinder morgan northeast energy direct pipeline 20142016,yes,no,no,no,9.0,2016,024 symbolic lights,24,environment,change,united states
48,massachusetts residents block construction of kinder morgan northeast energy direct pipeline 20142016,yes,no,no,no,9.0,2016,024 symbolic lights,24,environment,defense,united states
48,massachusetts residents block construction of kinder morgan northeast energy direct pipeline 20142016,yes,no,no,no,9.0,2016,034 vigils,34,environment,change,united states
48,massachusetts residents block construction of kinder morgan northeast energy direct pipeline 20142016,yes,no,no,no,9.0,2016,034 vigils,34,environment,defense,united states
48,massachusetts residents block construction of kinder morgan northeast energy direct pipeline 20142016,yes,no,no,no,9.0,2016,037 singing,37,environment,change,united states
48,massachusetts residents block construction of kinder morgan northeast energy direct pipeline 20142016,yes,no,no,no,9.0,2016,037 singing,37,environment,defense,united states
48,massachusetts residents block construction of kinder morgan northeast energy direct pipeline 20142016,yes,no,no,no,9.0,2016,050 teach-ins,50,environment,change,united states
48,massachusetts residents block construction of kinder morgan northeast energy direct pipeline 20142016,yes,no,no,no,9.0,2016,050 teach-ins,50,environment,defense,united states
48,massachusetts residents block construction of kinder morgan northeast energy direct pipeline 20142016,yes,no,no,no,9.0,2016,162 sit-in,162,environment,change,united states
48,massachusetts residents block construction of kinder morgan northeast energy direct pipeline 20142016,yes,no,no,no,9.0,2016,162 sit-in,162,environment,defense,united states
48,massachusetts residents block construction of kinder morgan northeast energy direct pipeline 20142016,yes,no,no,no,9.0,2016,002 letters of opposition or support,2,environment,change,united states
48,massachusetts residents block construction of kinder morgan northeast energy direct pipeline 20142016,yes,no,no,no,9.0,2016,002 letters of opposition or support,2,environment,defense,united states
48,massachusetts residents block construction of kinder morgan northeast energy direct pipeline 20142016,yes,no,no,no,9.0,2016,015 group lobbying,15,environment,change,united states
48,massachusetts residents block construction of kinder morgan northeast energy direct pipeline 20142016,yes,no,no,no,9.0,2016,015 group lobbying,15,environment,defense,united states
48,massachusetts residents block construction of kinder morgan northeast energy direct pipeline 20142016,yes,no,no,no,9.0,2016,016 picketing,16,environment,change,united states
48,massachusetts residents block construction of kinder morgan northeast energy direct pipeline 20142016,yes,no,no,no,9.0,2016,016 picketing,16,environment,defense,united states
48,massachusetts residents block construction of kinder morgan northeast energy direct pipeline 20142016,yes,no,no,no,9.0,2016,018 displays of flags and symbolic colors,18,environment,change,united states
48,massachusetts residents block construction of kinder morgan northeast energy direct pipeline 20142016,yes,no,no,no,9.0,2016,018 displays of flags and symbolic colors,18,environment,defense,united states
48,massachusetts residents block construction of kinder morgan northeast energy direct pipeline 20142016,yes,no,no,no,9.0,2016,026 paint as protest,26,environment,change,united states
48,massachusetts residents block construction of kinder morgan northeast energy direct pipeline 20142016,yes,no,no,no,9.0,2016,026 paint as protest,26,environment,defense,united states
48,massachusetts residents block construction of kinder morgan northeast energy direct pipeline 20142016,yes,no,no,no,9.0,2016,035 humorous skits and pranks,35,environment,change,united states
48,massachusetts residents block construction of kinder morgan northeast energy direct pipeline 20142016,yes,no,no,no,9.0,2016,035 humorous skits and pranks,35,environment,defense,united states
48,massachusetts residents block construction of kinder morgan northeast energy direct pipeline 20142016,yes,no,no,no,9.0,2016,041 pilgrimages,41,environment,change,united states
48,massachusetts residents block construction of kinder morgan northeast energy direct pipeline 20142016,yes,no,no,no,9.0,2016,041 pilgrimages,41,environment,defense,united states
48,massachusetts residents block construction of kinder morgan northeast energy direct pipeline 20142016,yes,no,no,no,9.0,2016,042 motorcades,42,environment,change,united states
48,massachusetts residents block construction of kinder morgan northeast energy direct pipeline 20142016,yes,no,no,no,9.0,2016,042 motorcades,42,environment,defense,united states
48,massachusetts residents block construction of kinder morgan northeast energy direct pipeline 20142016,yes,no,no,no,9.0,2016,006 group or mass petitions,6,environment,change,united states
48,massachusetts residents block construction of kinder morgan northeast energy direct pipeline 20142016,yes,no,no,no,9.0,2016,006 group or mass petitions,6,environment,defense,united states
48,massachusetts residents block construction of kinder morgan northeast energy direct pipeline 20142016,yes,no,no,no,9.0,2016,032 taunting officials,32,environment,change,united states
48,massachusetts residents block construction of kinder morgan northeast energy direct pipeline 20142016,yes,no,no,no,9.0,2016,032 taunting officials,32,environment,defense,united states
48,massachusetts residents block construction of kinder morgan northeast energy direct pipeline 20142016,yes,no,no,no,9.0,2016,052 silence,52,environment,change,united states
48,massachusetts residents block construction of kinder morgan northeast energy direct pipeline 20142016,yes,no,no,no,9.0,2016,052 silence,52,environment,defense,united states
48,massachusetts residents block construction of kinder morgan northeast energy direct pipeline 20142016,yes,no,no,no,9.0,2016,028 symbolic sounds,28,environment,change,united states
48,massachusetts residents block construction of kinder morgan northeast energy direct pipeline 20142016,yes,no,no,no,9.0,2016,028 symbolic sounds,28,environment,defense,united states
49,pennsylvania official issues marriage licenses to samesex couples defies law wins 2013,no,yes,no,no,7.0,2013,150 noncooperation by constituent governmental units,150,human rights,change,united states
50,rio de janeiro residents protest mans disappearance 2013,no,no,yes,yes,8.0,2013,007 slogans caricatures and symbols,7,human rights,change,brazil
50,rio de janeiro residents protest mans disappearance 2013,no,no,yes,yes,8.0,2013,008 banners posters and displayed communications,8,human rights,change,brazil
50,rio de janeiro residents protest mans disappearance 2013,no,no,yes,yes,8.0,2013,025 displays of portraits,25,human rights,change,brazil
50,rio de janeiro residents protest mans disappearance 2013,no,no,yes,yes,8.0,2013,038 marches,38,human rights,change,brazil
50,rio de janeiro residents protest mans disappearance 2013,no,no,yes,yes,8.0,2013,047 assemblies of protest or support,47,human rights,change,brazil
50,rio de janeiro residents protest mans disappearance 2013,no,no,yes,yes,8.0,2013,172 nonviolent obstruction,172,human rights,change,brazil
50,rio de janeiro residents protest mans disappearance 2013,no,no,yes,yes,8.0,2013,002 letters of opposition or support,2,human rights,change,brazil
50,rio de janeiro residents protest mans disappearance 2013,no,no,yes,yes,8.0,2013,003 declarations by organizations and institutions,3,human rights,change,brazil
50,rio de janeiro residents protest mans disappearance 2013,no,no,yes,yes,8.0,2013,001 public speeches,1,human rights,change,brazil
50,rio de janeiro residents protest mans disappearance 2013,no,no,yes,yes,8.0,2013,021 delivering symbolic objects,21,human rights,change,brazil
50,rio de janeiro residents protest mans disappearance 2013,no,no,yes,yes,8.0,2013,036 performances of plays and music,36,human rights,change,brazil
51,environmentalist groups stop construction of oil export terminal in philadelphia 2016,no,no,no,no,8.0,2016,007 slogans caricatures and symbols,7,environment,defense,united states
51,environmentalist groups stop construction of oil export terminal in philadelphia 2016,no,no,no,no,8.0,2016,008 banners posters and displayed communications,8,environment,defense,united states
51,environmentalist groups stop construction of oil export terminal in philadelphia 2016,no,no,no,no,8.0,2016,047 assemblies of protest or support,47,environment,defense,united states
51,environmentalist groups stop construction of oil export terminal in philadelphia 2016,no,no,no,no,8.0,2016,002 letters of opposition or support,2,environment,defense,united states
51,environmentalist groups stop construction of oil export terminal in philadelphia 2016,no,no,no,no,8.0,2016,015 group lobbying,15,environment,defense,united states
51,environmentalist groups stop construction of oil export terminal in philadelphia 2016,no,no,no,no,8.0,2016,038 marches,38,environment,defense,united states
51,environmentalist groups stop construction of oil export terminal in philadelphia 2016,no,no,no,no,8.0,2016,177 speak-in,177,environment,defense,united states
51,environmentalist groups stop construction of oil export terminal in philadelphia 2016,no,no,no,no,8.0,2016,018 displays of flags and symbolic colors,18,environment,defense,united states
51,environmentalist groups stop construction of oil export terminal in philadelphia 2016,no,no,no,no,8.0,2016,173 nonviolent occupation,173,environment,defense,united states
51,environmentalist groups stop construction of oil export terminal in philadelphia 2016,no,no,no,no,8.0,2016,016 picketing,16,environment,defense,united states
52,brown university students convince brown corporation to divest from hei hotels  resorts 20082011,no,no,no,no,9.0,2011,001 public speeches,1,human rights,change,united states
52,brown university students convince brown corporation to divest from hei hotels  resorts 20082011,no,no,no,no,9.0,2011,002 letters of opposition or support,2,human rights,change,united states
52,brown university students convince brown corporation to divest from hei hotels  resorts 20082011,no,no,no,no,9.0,2011,003 declarations by organizations and institutions,3,human rights,change,united states
52,brown university students convince brown corporation to divest from hei hotels  resorts 20082011,no,no,no,no,9.0,2011,006 group or mass petitions,6,human rights,change,united states
52,brown university students convince brown corporation to divest from hei hotels  resorts 20082011,no,no,no,no,9.0,2011,008 banners posters and displayed communications,8,human rights,change,united states
52,brown university students convince brown corporation to divest from hei hotels  resorts 20082011,no,no,no,no,9.0,2011,035 humorous skits and pranks,35,human rights,change,united states
52,brown university students convince brown corporation to divest from hei hotels  resorts 20082011,no,no,no,no,9.0,2011,038 marches,38,human rights,change,united states
53,rio de janeiro residents protest world cup and olympics 20112016,no,no,yes,yes,6.0,2016,001 public speeches,1,democracy,change,brazil
53,rio de janeiro residents protest world cup and olympics 20112016,no,no,yes,yes,6.0,2016,001 public speeches,1,economic justice,change,brazil
53,rio de janeiro residents protest world cup and olympics 20112016,no,no,yes,yes,6.0,2016,001 public speeches,1,environment,change,brazil
53,rio de janeiro residents protest world cup and olympics 20112016,no,no,yes,yes,6.0,2016,001 public speeches,1,human rights,change,brazil
53,rio de janeiro residents protest world cup and olympics 20112016,no,no,yes,yes,6.0,2016,001 public speeches,1,national-ethnic identity,change,brazil
53,rio de janeiro residents protest world cup and olympics 20112016,no,no,yes,yes,6.0,2016,001 public speeches,1,peace,change,brazil
53,rio de janeiro residents protest world cup and olympics 20112016,no,no,yes,yes,6.0,2016,002 letters of opposition or support,2,democracy,change,brazil
53,rio de janeiro residents protest world cup and olympics 20112016,no,no,yes,yes,6.0,2016,002 letters of opposition or support,2,economic justice,change,brazil
53,rio de janeiro residents protest world cup and olympics 20112016,no,no,yes,yes,6.0,2016,002 letters of opposition or support,2,environment,change,brazil
53,rio de janeiro residents protest world cup and olympics 20112016,no,no,yes,yes,6.0,2016,002 letters of opposition or support,2,human rights,change,brazil
53,rio de janeiro residents protest world cup and olympics 20112016,no,no,yes,yes,6.0,2016,002 letters of opposition or support,2,national-ethnic identity,change,brazil
53,rio de janeiro residents protest world cup and olympics 20112016,no,no,yes,yes,6.0,2016,002 letters of opposition or support,2,peace,change,brazil
53,rio de janeiro residents protest world cup and olympics 20112016,no,no,yes,yes,6.0,2016,003 declarations by organizations and institutions,3,democracy,change,brazil
53,rio de janeiro residents protest world cup and olympics 20112016,no,no,yes,yes,6.0,2016,003 declarations by organizations and institutions,3,economic justice,change,brazil
53,rio de janeiro residents protest world cup and olympics 20112016,no,no,yes,yes,6.0,2016,003 declarations by organizations and institutions,3,environment,change,brazil
53,rio de janeiro residents protest world cup and olympics 20112016,no,no,yes,yes,6.0,2016,003 declarations by organizations and institutions,3,human rights,change,brazil
53,rio de janeiro residents protest world cup and olympics 20112016,no,no,yes,yes,6.0,2016,003 declarations by organizations and institutions,3,national-ethnic identity,change,brazil
53,rio de janeiro residents protest world cup and olympics 20112016,no,no,yes,yes,6.0,2016,003 declarations by organizations and institutions,3,peace,change,brazil
53,rio de janeiro residents protest world cup and olympics 20112016,no,no,yes,yes,6.0,2016,005 declarations of indictment and intention,5,democracy,change,brazil
53,rio de janeiro residents protest world cup and olympics 20112016,no,no,yes,yes,6.0,2016,005 declarations of indictment and intention,5,economic justice,change,brazil
53,rio de janeiro residents protest world cup and olympics 20112016,no,no,yes,yes,6.0,2016,005 declarations of indictment and intention,5,environment,change,brazil
53,rio de janeiro residents protest world cup and olympics 20112016,no,no,yes,yes,6.0,2016,005 declarations of indictment and intention,5,human rights,change,brazil
53,rio de janeiro residents protest world cup and olympics 20112016,no,no,yes,yes,6.0,2016,005 declarations of indictment and intention,5,national-ethnic identity,change,brazil
53,rio de janeiro residents protest world cup and olympics 20112016,no,no,yes,yes,6.0,2016,005 declarations of indictment and intention,5,peace,change,brazil
53,rio de janeiro residents protest world cup and olympics 20112016,no,no,yes,yes,6.0,2016,008 banners posters and displayed communications,8,democracy,change,brazil
53,rio de janeiro residents protest world cup and olympics 20112016,no,no,yes,yes,6.0,2016,008 banners posters and displayed communications,8,economic justice,change,brazil
53,rio de janeiro residents protest world cup and olympics 20112016,no,no,yes,yes,6.0,2016,008 banners posters and displayed communications,8,environment,change,brazil
53,rio de janeiro residents protest world cup and olympics 20112016,no,no,yes,yes,6.0,2016,008 banners posters and displayed communications,8,human rights,change,brazil
53,rio de janeiro residents protest world cup and olympics 20112016,no,no,yes,yes,6.0,2016,008 banners posters and displayed communications,8,national-ethnic identity,change,brazil
53,rio de janeiro residents protest world cup and olympics 20112016,no,no,yes,yes,6.0,2016,008 banners posters and displayed communications,8,peace,change,brazil
53,rio de janeiro residents protest world cup and olympics 20112016,no,no,yes,yes,6.0,2016,011 records radio and television,11,democracy,change,brazil
53,rio de janeiro residents protest world cup and olympics 20112016,no,no,yes,yes,6.0,2016,011 records radio and television,11,economic justice,change,brazil
53,rio de janeiro residents protest world cup and olympics 20112016,no,no,yes,yes,6.0,2016,011 records radio and television,11,environment,change,brazil
53,rio de janeiro residents protest world cup and olympics 20112016,no,no,yes,yes,6.0,2016,011 records radio and television,11,human rights,change,brazil
53,rio de janeiro residents protest world cup and olympics 20112016,no,no,yes,yes,6.0,2016,011 records radio and television,11,national-ethnic identity,change,brazil
53,rio de janeiro residents protest world cup and olympics 20112016,no,no,yes,yes,6.0,2016,011 records radio and television,11,peace,change,brazil
53,rio de janeiro residents protest world cup and olympics 20112016,no,no,yes,yes,6.0,2016,038 marches,38,democracy,change,brazil
53,rio de janeiro residents protest world cup and olympics 20112016,no,no,yes,yes,6.0,2016,038 marches,38,economic justice,change,brazil
53,rio de janeiro residents protest world cup and olympics 20112016,no,no,yes,yes,6.0,2016,038 marches,38,environment,change,brazil
53,rio de janeiro residents protest world cup and olympics 20112016,no,no,yes,yes,6.0,2016,038 marches,38,human rights,change,brazil
53,rio de janeiro residents protest world cup and olympics 20112016,no,no,yes,yes,6.0,2016,038 marches,38,national-ethnic identity,change,brazil
53,rio de janeiro residents protest world cup and olympics 20112016,no,no,yes,yes,6.0,2016,038 marches,38,peace,change,brazil
53,rio de janeiro residents protest world cup and olympics 20112016,no,no,yes,yes,6.0,2016,047 assemblies of protest or support,47,democracy,change,brazil
53,rio de janeiro residents protest world cup and olympics 20112016,no,no,yes,yes,6.0,2016,047 assemblies of protest or support,47,economic justice,change,brazil
53,rio de janeiro residents protest world cup and olympics 20112016,no,no,yes,yes,6.0,2016,047 assemblies of protest or support,47,environment,change,brazil
53,rio de janeiro residents protest world cup and olympics 20112016,no,no,yes,yes,6.0,2016,047 assemblies of protest or support,47,human rights,change,brazil
53,rio de janeiro residents protest world cup and olympics 20112016,no,no,yes,yes,6.0,2016,047 assemblies of protest or support,47,national-ethnic identity,change,brazil
53,rio de janeiro residents protest world cup and olympics 20112016,no,no,yes,yes,6.0,2016,047 assemblies of protest or support,47,peace,change,brazil
53,rio de janeiro residents protest world cup and olympics 20112016,no,no,yes,yes,6.0,2016,121 refusal of public support,121,democracy,change,brazil
53,rio de janeiro residents protest world cup and olympics 20112016,no,no,yes,yes,6.0,2016,121 refusal of public support,121,economic justice,change,brazil
53,rio de janeiro residents protest world cup and olympics 20112016,no,no,yes,yes,6.0,2016,121 refusal of public support,121,environment,change,brazil
53,rio de janeiro residents protest world cup and olympics 20112016,no,no,yes,yes,6.0,2016,121 refusal of public support,121,human rights,change,brazil
53,rio de janeiro residents protest world cup and olympics 20112016,no,no,yes,yes,6.0,2016,121 refusal of public support,121,national-ethnic identity,change,brazil
53,rio de janeiro residents protest world cup and olympics 20112016,no,no,yes,yes,6.0,2016,121 refusal of public support,121,peace,change,brazil
53,rio de janeiro residents protest world cup and olympics 20112016,no,no,yes,yes,6.0,2016,122 literature and speeches advocating resistance,122,democracy,change,brazil
53,rio de janeiro residents protest world cup and olympics 20112016,no,no,yes,yes,6.0,2016,122 literature and speeches advocating resistance,122,economic justice,change,brazil
53,rio de janeiro residents protest world cup and olympics 20112016,no,no,yes,yes,6.0,2016,122 literature and speeches advocating resistance,122,environment,change,brazil
53,rio de janeiro residents protest world cup and olympics 20112016,no,no,yes,yes,6.0,2016,122 literature and speeches advocating resistance,122,human rights,change,brazil
53,rio de janeiro residents protest world cup and olympics 20112016,no,no,yes,yes,6.0,2016,122 literature and speeches advocating resistance,122,national-ethnic identity,change,brazil
53,rio de janeiro residents protest world cup and olympics 20112016,no,no,yes,yes,6.0,2016,122 literature and speeches advocating resistance,122,peace,change,brazil
53,rio de janeiro residents protest world cup and olympics 20112016,no,no,yes,yes,6.0,2016,123 boycott of legislative bodies,123,democracy,change,brazil
53,rio de janeiro residents protest world cup and olympics 20112016,no,no,yes,yes,6.0,2016,123 boycott of legislative bodies,123,economic justice,change,brazil
53,rio de janeiro residents protest world cup and olympics 20112016,no,no,yes,yes,6.0,2016,123 boycott of legislative bodies,123,environment,change,brazil
53,rio de janeiro residents protest world cup and olympics 20112016,no,no,yes,yes,6.0,2016,123 boycott of legislative bodies,123,human rights,change,brazil
53,rio de janeiro residents protest world cup and olympics 20112016,no,no,yes,yes,6.0,2016,123 boycott of legislative bodies,123,national-ethnic identity,change,brazil
53,rio de janeiro residents protest world cup and olympics 20112016,no,no,yes,yes,6.0,2016,123 boycott of legislative bodies,123,peace,change,brazil
53,rio de janeiro residents protest world cup and olympics 20112016,no,no,yes,yes,6.0,2016,126 boycott of government departments agencies and other bodies,126,democracy,change,brazil
53,rio de janeiro residents protest world cup and olympics 20112016,no,no,yes,yes,6.0,2016,126 boycott of government departments agencies and other bodies,126,economic justice,change,brazil
53,rio de janeiro residents protest world cup and olympics 20112016,no,no,yes,yes,6.0,2016,126 boycott of government departments agencies and other bodies,126,environment,change,brazil
53,rio de janeiro residents protest world cup and olympics 20112016,no,no,yes,yes,6.0,2016,126 boycott of government departments agencies and other bodies,126,human rights,change,brazil
53,rio de janeiro residents protest world cup and olympics 20112016,no,no,yes,yes,6.0,2016,126 boycott of government departments agencies and other bodies,126,national-ethnic identity,change,brazil
53,rio de janeiro residents protest world cup and olympics 20112016,no,no,yes,yes,6.0,2016,126 boycott of government departments agencies and other bodies,126,peace,change,brazil
53,rio de janeiro residents protest world cup and olympics 20112016,no,no,yes,yes,6.0,2016,006 group or mass petitions,6,democracy,change,brazil
53,rio de janeiro residents protest world cup and olympics 20112016,no,no,yes,yes,6.0,2016,006 group or mass petitions,6,economic justice,change,brazil
53,rio de janeiro residents protest world cup and olympics 20112016,no,no,yes,yes,6.0,2016,006 group or mass petitions,6,environment,change,brazil
53,rio de janeiro residents protest world cup and olympics 20112016,no,no,yes,yes,6.0,2016,006 group or mass petitions,6,human rights,change,brazil
53,rio de janeiro residents protest world cup and olympics 20112016,no,no,yes,yes,6.0,2016,006 group or mass petitions,6,national-ethnic identity,change,brazil
53,rio de janeiro residents protest world cup and olympics 20112016,no,no,yes,yes,6.0,2016,006 group or mass petitions,6,peace,change,brazil
53,rio de janeiro residents protest world cup and olympics 20112016,no,no,yes,yes,6.0,2016,009 leaflets pamphlets and books,9,democracy,change,brazil
53,rio de janeiro residents protest world cup and olympics 20112016,no,no,yes,yes,6.0,2016,009 leaflets pamphlets and books,9,economic justice,change,brazil
53,rio de janeiro residents protest world cup and olympics 20112016,no,no,yes,yes,6.0,2016,009 leaflets pamphlets and books,9,environment,change,brazil
53,rio de janeiro residents protest world cup and olympics 20112016,no,no,yes,yes,6.0,2016,009 leaflets pamphlets and books,9,human rights,change,brazil
53,rio de janeiro residents protest world cup and olympics 20112016,no,no,yes,yes,6.0,2016,009 leaflets pamphlets and books,9,national-ethnic identity,change,brazil
53,rio de janeiro residents protest world cup and olympics 20112016,no,no,yes,yes,6.0,2016,009 leaflets pamphlets and books,9,peace,change,brazil
53,rio de janeiro residents protest world cup and olympics 20112016,no,no,yes,yes,6.0,2016,010 newspapers and journals,10,democracy,change,brazil
53,rio de janeiro residents protest world cup and olympics 20112016,no,no,yes,yes,6.0,2016,010 newspapers and journals,10,economic justice,change,brazil
53,rio de janeiro residents protest world cup and olympics 20112016,no,no,yes,yes,6.0,2016,010 newspapers and journals,10,environment,change,brazil
53,rio de janeiro residents protest world cup and olympics 20112016,no,no,yes,yes,6.0,2016,010 newspapers and journals,10,human rights,change,brazil
53,rio de janeiro residents protest world cup and olympics 20112016,no,no,yes,yes,6.0,2016,010 newspapers and journals,10,national-ethnic identity,change,brazil
53,rio de janeiro residents protest world cup and olympics 20112016,no,no,yes,yes,6.0,2016,010 newspapers and journals,10,peace,change,brazil
53,rio de janeiro residents protest world cup and olympics 20112016,no,no,yes,yes,6.0,2016,021 delivering symbolic objects,21,democracy,change,brazil
53,rio de janeiro residents protest world cup and olympics 20112016,no,no,yes,yes,6.0,2016,021 delivering symbolic objects,21,economic justice,change,brazil
53,rio de janeiro residents protest world cup and olympics 20112016,no,no,yes,yes,6.0,2016,021 delivering symbolic objects,21,environment,change,brazil
53,rio de janeiro residents protest world cup and olympics 20112016,no,no,yes,yes,6.0,2016,021 delivering symbolic objects,21,human rights,change,brazil
53,rio de janeiro residents protest world cup and olympics 20112016,no,no,yes,yes,6.0,2016,021 delivering symbolic objects,21,national-ethnic identity,change,brazil
53,rio de janeiro residents protest world cup and olympics 20112016,no,no,yes,yes,6.0,2016,021 delivering symbolic objects,21,peace,change,brazil
53,rio de janeiro residents protest world cup and olympics 20112016,no,no,yes,yes,6.0,2016,026 paint as protest,26,democracy,change,brazil
53,rio de janeiro residents protest world cup and olympics 20112016,no,no,yes,yes,6.0,2016,026 paint as protest,26,economic justice,change,brazil
53,rio de janeiro residents protest world cup and olympics 20112016,no,no,yes,yes,6.0,2016,026 paint as protest,26,environment,change,brazil
53,rio de janeiro residents protest world cup and olympics 20112016,no,no,yes,yes,6.0,2016,026 paint as protest,26,human rights,change,brazil
53,rio de janeiro residents protest world cup and olympics 20112016,no,no,yes,yes,6.0,2016,026 paint as protest,26,national-ethnic identity,change,brazil
53,rio de janeiro residents protest world cup and olympics 20112016,no,no,yes,yes,6.0,2016,026 paint as protest,26,peace,change,brazil
53,rio de janeiro residents protest world cup and olympics 20112016,no,no,yes,yes,6.0,2016,028 symbolic sounds,28,democracy,change,brazil
53,rio de janeiro residents protest world cup and olympics 20112016,no,no,yes,yes,6.0,2016,028 symbolic sounds,28,economic justice,change,brazil
53,rio de janeiro residents protest world cup and olympics 20112016,no,no,yes,yes,6.0,2016,028 symbolic sounds,28,environment,change,brazil
53,rio de janeiro residents protest world cup and olympics 20112016,no,no,yes,yes,6.0,2016,028 symbolic sounds,28,human rights,change,brazil
53,rio de janeiro residents protest world cup and olympics 20112016,no,no,yes,yes,6.0,2016,028 symbolic sounds,28,national-ethnic identity,change,brazil
53,rio de janeiro residents protest world cup and olympics 20112016,no,no,yes,yes,6.0,2016,028 symbolic sounds,28,peace,change,brazil
53,rio de janeiro residents protest world cup and olympics 20112016,no,no,yes,yes,6.0,2016,036 performances of plays and music,36,democracy,change,brazil
53,rio de janeiro residents protest world cup and olympics 20112016,no,no,yes,yes,6.0,2016,036 performances of plays and music,36,economic justice,change,brazil
53,rio de janeiro residents protest world cup and olympics 20112016,no,no,yes,yes,6.0,2016,036 performances of plays and music,36,environment,change,brazil
53,rio de janeiro residents protest world cup and olympics 20112016,no,no,yes,yes,6.0,2016,036 performances of plays and music,36,human rights,change,brazil
53,rio de janeiro residents protest world cup and olympics 20112016,no,no,yes,yes,6.0,2016,036 performances of plays and music,36,national-ethnic identity,change,brazil
53,rio de janeiro residents protest world cup and olympics 20112016,no,no,yes,yes,6.0,2016,036 performances of plays and music,36,peace,change,brazil
53,rio de janeiro residents protest world cup and olympics 20112016,no,no,yes,yes,6.0,2016,037 singing,37,democracy,change,brazil
53,rio de janeiro residents protest world cup and olympics 20112016,no,no,yes,yes,6.0,2016,037 singing,37,economic justice,change,brazil
53,rio de janeiro residents protest world cup and olympics 20112016,no,no,yes,yes,6.0,2016,037 singing,37,environment,change,brazil
53,rio de janeiro residents protest world cup and olympics 20112016,no,no,yes,yes,6.0,2016,037 singing,37,human rights,change,brazil
53,rio de janeiro residents protest world cup and olympics 20112016,no,no,yes,yes,6.0,2016,037 singing,37,national-ethnic identity,change,brazil
53,rio de janeiro residents protest world cup and olympics 20112016,no,no,yes,yes,6.0,2016,037 singing,37,peace,change,brazil
53,rio de janeiro residents protest world cup and olympics 20112016,no,no,yes,yes,6.0,2016,062 student strike,62,democracy,change,brazil
53,rio de janeiro residents protest world cup and olympics 20112016,no,no,yes,yes,6.0,2016,062 student strike,62,economic justice,change,brazil
53,rio de janeiro residents protest world cup and olympics 20112016,no,no,yes,yes,6.0,2016,062 student strike,62,environment,change,brazil
53,rio de janeiro residents protest world cup and olympics 20112016,no,no,yes,yes,6.0,2016,062 student strike,62,human rights,change,brazil
53,rio de janeiro residents protest world cup and olympics 20112016,no,no,yes,yes,6.0,2016,062 student strike,62,national-ethnic identity,change,brazil
53,rio de janeiro residents protest world cup and olympics 20112016,no,no,yes,yes,6.0,2016,062 student strike,62,peace,change,brazil
53,rio de janeiro residents protest world cup and olympics 20112016,no,no,yes,yes,6.0,2016,068 sanctuary,68,democracy,change,brazil
53,rio de janeiro residents protest world cup and olympics 20112016,no,no,yes,yes,6.0,2016,068 sanctuary,68,economic justice,change,brazil
53,rio de janeiro residents protest world cup and olympics 20112016,no,no,yes,yes,6.0,2016,068 sanctuary,68,environment,change,brazil
53,rio de janeiro residents protest world cup and olympics 20112016,no,no,yes,yes,6.0,2016,068 sanctuary,68,human rights,change,brazil
53,rio de janeiro residents protest world cup and olympics 20112016,no,no,yes,yes,6.0,2016,068 sanctuary,68,national-ethnic identity,change,brazil
53,rio de janeiro residents protest world cup and olympics 20112016,no,no,yes,yes,6.0,2016,068 sanctuary,68,peace,change,brazil
53,rio de janeiro residents protest world cup and olympics 20112016,no,no,yes,yes,6.0,2016,127 withdrawal from governmental educational institutions,127,democracy,change,brazil
53,rio de janeiro residents protest world cup and olympics 20112016,no,no,yes,yes,6.0,2016,127 withdrawal from governmental educational institutions,127,economic justice,change,brazil
53,rio de janeiro residents protest world cup and olympics 20112016,no,no,yes,yes,6.0,2016,127 withdrawal from governmental educational institutions,127,environment,change,brazil
53,rio de janeiro residents protest world cup and olympics 20112016,no,no,yes,yes,6.0,2016,127 withdrawal from governmental educational institutions,127,human rights,change,brazil
53,rio de janeiro residents protest world cup and olympics 20112016,no,no,yes,yes,6.0,2016,127 withdrawal from governmental educational institutions,127,national-ethnic identity,change,brazil
53,rio de janeiro residents protest world cup and olympics 20112016,no,no,yes,yes,6.0,2016,127 withdrawal from governmental educational institutions,127,peace,change,brazil
53,rio de janeiro residents protest world cup and olympics 20112016,no,no,yes,yes,6.0,2016,018 displays of flags and symbolic colors,18,democracy,change,brazil
53,rio de janeiro residents protest world cup and olympics 20112016,no,no,yes,yes,6.0,2016,018 displays of flags and symbolic colors,18,economic justice,change,brazil
53,rio de janeiro residents protest world cup and olympics 20112016,no,no,yes,yes,6.0,2016,018 displays of flags and symbolic colors,18,environment,change,brazil
53,rio de janeiro residents protest world cup and olympics 20112016,no,no,yes,yes,6.0,2016,018 displays of flags and symbolic colors,18,human rights,change,brazil
